hour_year,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
98,0.09,0.09,0.09,0.13,0.17,0.19,0.2000000,0.2200000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2800000,0.3000000,0.3000000,0.3000000,0.3000000,0.2900000,0.2800000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000
99,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2300000,0.2600000,0.2900000,0.3200000,0.3500000,0.3500000,0.3600000,0.3600000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000
100,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
101,0.09,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3500000,0.3600000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
102,0.09,0.09,0.09,0.14,0.17,0.2,0.2100000,0.2200000,0.2100000,0.2300000,0.2500000,0.2800000,0.3000000,0.3300000,0.3500000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
103,0.09,0.1,0.1,0.16,0.2,0.22,0.2200000,0.2500000,0.2400000,0.2600000,0.2700000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3300000,0.3300000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000
104,0.09,0.09,0.1,0.14,0.17,0.2,0.2100000,0.2200000,0.2000000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
105,0.07,0.07,0.07,0.11,0.13,0.16,0.1600000,0.1800000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1800000,0.1700000,0.1500000,0.1400000,0.1200000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000
106,0.07,0.07,0.06,0.08,0.08,0.1,0.0900000,0.0800000,0.0900000,0.1000000,0.0900000,0.0900000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
107,0.06,0.06,0.06,0.07,0.06,0.08,0.0700000,0.0600000,0.0600000,0.0800000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
108,0.06,0.06,0.06,0.06,0.04,0.06,0.0500000,0.0500000,0.0500000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
109,0.06,0.06,0.06,0.06,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
110,0.06,0.06,0.05,0.05,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
111,0.06,0.05,0.05,0.04,0.02,0.02,0.0300000,0.0100000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000
112,0.06,0.06,0.06,0.07,0.05,0.05,0.0600000,0.0500000,0.0400000,0.0500000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
113,0.08,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2000000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2300000,0.2400000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
114,0.11,0.11,0.12,0.19,0.24,0.27,0.2900000,0.3200000,0.2800000,0.2700000,0.2800000,0.2800000,0.2700000,0.2700000,0.2600000,0.2500000,0.2200000,0.1900000,0.1500000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000
115,0.1,0.1,0.11,0.16,0.2,0.23,0.2300000,0.2500000,0.2200000,0.2200000,0.2100000,0.1900000,0.1700000,0.1500000,0.1300000,0.1400000,0.1600000,0.1700000,0.1900000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000
116,0.09,0.09,0.1,0.15,0.18,0.21,0.2200000,0.2400000,0.2100000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1500000,0.1800000,0.2100000,0.2400000,0.2700000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000
117,0.09,0.09,0.09,0.14,0.17,0.19,0.2100000,0.2400000,0.2200000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1600000,0.2000000,0.2400000,0.2800000,0.3200000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4200000
118,0.09,0.09,0.09,0.13,0.16,0.18,0.2000000,0.2300000,0.2200000,0.2400000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2900000,0.3300000,0.3700000,0.4100000,0.4500000,0.4600000,0.4800000,0.4900000,0.5000000,0.5100000
119,0.09,0.09,0.1,0.15,0.18,0.2,0.2300000,0.2500000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2900000,0.3200000,0.3500000,0.3800000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000,0.4600000
120,0.09,0.09,0.1,0.15,0.18,0.2,0.2200000,0.2500000,0.2300000,0.2400000,0.2600000,0.2700000,0.2900000,0.3100000,0.3200000,0.3400000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
121,0.09,0.09,0.1,0.14,0.19,0.21,0.2200000,0.2400000,0.2200000,0.2300000,0.2500000,0.2700000,0.2900000,0.3100000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000
122,0.09,0.09,0.09,0.13,0.17,0.19,0.2000000,0.2200000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2800000,0.3000000,0.3000000,0.3000000,0.3000000,0.2900000,0.2800000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000
123,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2300000,0.2600000,0.2900000,0.3200000,0.3500000,0.3500000,0.3600000,0.3600000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000
124,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
125,0.09,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3500000,0.3600000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
126,0.09,0.09,0.09,0.14,0.17,0.2,0.2100000,0.2200000,0.2100000,0.2300000,0.2500000,0.2800000,0.3000000,0.3300000,0.3500000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
127,0.09,0.1,0.1,0.16,0.2,0.22,0.2200000,0.2500000,0.2400000,0.2600000,0.2700000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3300000,0.3300000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000
128,0.09,0.09,0.1,0.14,0.17,0.2,0.2100000,0.2200000,0.2000000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
129,0.07,0.07,0.07,0.11,0.13,0.16,0.1600000,0.1800000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1800000,0.1700000,0.1500000,0.1400000,0.1200000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000
130,0.07,0.07,0.06,0.08,0.08,0.1,0.0900000,0.0800000,0.0900000,0.1000000,0.0900000,0.0900000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
131,0.06,0.06,0.06,0.07,0.06,0.08,0.0700000,0.0600000,0.0600000,0.0800000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
132,0.06,0.06,0.06,0.06,0.04,0.06,0.0500000,0.0500000,0.0500000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
133,0.06,0.06,0.06,0.06,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
134,0.06,0.06,0.05,0.05,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
135,0.06,0.05,0.05,0.04,0.02,0.02,0.0300000,0.0100000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000
136,0.06,0.06,0.06,0.07,0.05,0.05,0.0600000,0.0500000,0.0400000,0.0500000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
137,0.08,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2000000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2300000,0.2400000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
138,0.11,0.11,0.12,0.19,0.24,0.27,0.2900000,0.3200000,0.2800000,0.2700000,0.2800000,0.2800000,0.2700000,0.2700000,0.2600000,0.2500000,0.2200000,0.1900000,0.1500000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000
139,0.1,0.1,0.11,0.16,0.2,0.23,0.2300000,0.2500000,0.2200000,0.2200000,0.2100000,0.1900000,0.1700000,0.1500000,0.1300000,0.1400000,0.1600000,0.1700000,0.1900000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000
140,0.09,0.09,0.1,0.15,0.18,0.21,0.2200000,0.2400000,0.2100000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1500000,0.1800000,0.2100000,0.2400000,0.2700000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000
141,0.09,0.09,0.09,0.14,0.17,0.19,0.2100000,0.2400000,0.2200000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1600000,0.2000000,0.2400000,0.2800000,0.3200000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4200000
142,0.09,0.09,0.09,0.13,0.16,0.18,0.2000000,0.2300000,0.2200000,0.2400000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2900000,0.3300000,0.3700000,0.4100000,0.4500000,0.4600000,0.4800000,0.4900000,0.5000000,0.5100000
143,0.09,0.09,0.1,0.15,0.18,0.2,0.2300000,0.2500000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2900000,0.3200000,0.3500000,0.3800000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000,0.4600000
144,0.09,0.09,0.1,0.15,0.18,0.2,0.2200000,0.2500000,0.2300000,0.2400000,0.2600000,0.2700000,0.2900000,0.3100000,0.3200000,0.3400000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
145,0.09,0.09,0.1,0.14,0.19,0.21,0.2200000,0.2400000,0.2200000,0.2300000,0.2500000,0.2700000,0.2900000,0.3100000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000
146,0.09,0.09,0.09,0.13,0.17,0.19,0.2000000,0.2200000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2800000,0.3000000,0.3000000,0.3000000,0.3000000,0.2900000,0.2800000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000
147,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2300000,0.2600000,0.2900000,0.3200000,0.3500000,0.3500000,0.3600000,0.3600000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000
148,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
149,0.09,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3500000,0.3600000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
150,0.09,0.09,0.09,0.14,0.17,0.2,0.2100000,0.2200000,0.2100000,0.2300000,0.2500000,0.2800000,0.3000000,0.3300000,0.3500000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
151,0.09,0.1,0.1,0.16,0.2,0.22,0.2200000,0.2500000,0.2400000,0.2600000,0.2700000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3300000,0.3300000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000
152,0.09,0.09,0.1,0.14,0.17,0.2,0.2100000,0.2200000,0.2000000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
153,0.07,0.07,0.07,0.11,0.13,0.16,0.1600000,0.1800000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1800000,0.1700000,0.1500000,0.1400000,0.1200000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000
154,0.07,0.07,0.06,0.08,0.08,0.1,0.0900000,0.0800000,0.0900000,0.1000000,0.0900000,0.0900000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
155,0.06,0.06,0.06,0.07,0.06,0.08,0.0700000,0.0600000,0.0600000,0.0800000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
156,0.06,0.06,0.06,0.06,0.04,0.06,0.0500000,0.0500000,0.0500000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
157,0.06,0.06,0.06,0.06,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
158,0.06,0.06,0.05,0.05,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
159,0.06,0.05,0.05,0.04,0.02,0.02,0.0300000,0.0100000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000
160,0.06,0.06,0.06,0.07,0.05,0.05,0.0600000,0.0500000,0.0400000,0.0500000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
161,0.08,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2000000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2300000,0.2400000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
162,0.11,0.11,0.12,0.19,0.24,0.27,0.2900000,0.3200000,0.2800000,0.2700000,0.2800000,0.2800000,0.2700000,0.2700000,0.2600000,0.2500000,0.2200000,0.1900000,0.1500000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000
163,0.1,0.1,0.11,0.16,0.2,0.23,0.2300000,0.2500000,0.2200000,0.2200000,0.2100000,0.1900000,0.1700000,0.1500000,0.1300000,0.1400000,0.1600000,0.1700000,0.1900000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000
164,0.09,0.09,0.1,0.15,0.18,0.21,0.2200000,0.2400000,0.2100000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1500000,0.1800000,0.2100000,0.2400000,0.2700000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000
165,0.09,0.09,0.09,0.14,0.17,0.19,0.2100000,0.2400000,0.2200000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1600000,0.2000000,0.2400000,0.2800000,0.3200000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4200000
166,0.09,0.09,0.09,0.13,0.16,0.18,0.2000000,0.2300000,0.2200000,0.2400000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2900000,0.3300000,0.3700000,0.4100000,0.4500000,0.4600000,0.4800000,0.4900000,0.5000000,0.5100000
167,0.09,0.09,0.1,0.15,0.18,0.2,0.2300000,0.2500000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2900000,0.3200000,0.3500000,0.3800000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000,0.4600000
168,0.09,0.09,0.1,0.15,0.18,0.2,0.2200000,0.2500000,0.2300000,0.2400000,0.2600000,0.2700000,0.2900000,0.3100000,0.3200000,0.3400000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
169,0.09,0.09,0.1,0.14,0.19,0.21,0.2200000,0.2400000,0.2200000,0.2300000,0.2500000,0.2700000,0.2900000,0.3100000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000
170,0.09,0.09,0.09,0.13,0.17,0.19,0.2000000,0.2200000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2800000,0.3000000,0.3000000,0.3000000,0.3000000,0.2900000,0.2800000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000
171,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2300000,0.2600000,0.2900000,0.3200000,0.3500000,0.3500000,0.3600000,0.3600000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000
172,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
173,0.09,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3500000,0.3600000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
174,0.09,0.09,0.09,0.14,0.17,0.2,0.2100000,0.2200000,0.2100000,0.2300000,0.2500000,0.2800000,0.3000000,0.3300000,0.3500000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
175,0.09,0.1,0.1,0.16,0.2,0.22,0.2200000,0.2500000,0.2400000,0.2600000,0.2700000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3300000,0.3300000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000
176,0.09,0.09,0.1,0.14,0.17,0.2,0.2100000,0.2200000,0.2000000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2900000,0.2900000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
177,0.07,0.07,0.07,0.11,0.13,0.16,0.1600000,0.1800000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1800000,0.1900000,0.1800000,0.1700000,0.1500000,0.1400000,0.1200000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000
178,0.07,0.07,0.06,0.08,0.08,0.1,0.0900000,0.0800000,0.0900000,0.1000000,0.0900000,0.0900000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
179,0.06,0.06,0.06,0.07,0.06,0.08,0.0700000,0.0600000,0.0600000,0.0800000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
180,0.06,0.06,0.06,0.06,0.04,0.06,0.0500000,0.0500000,0.0500000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
181,0.06,0.06,0.06,0.06,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
182,0.06,0.06,0.05,0.05,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
183,0.06,0.05,0.05,0.04,0.02,0.02,0.0300000,0.0100000,0.0200000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0100000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000
184,0.06,0.06,0.06,0.07,0.05,0.05,0.0600000,0.0500000,0.0400000,0.0500000,0.0500000,0.0400000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
185,0.08,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2000000,0.1900000,0.2000000,0.2100000,0.2200000,0.2300000,0.2300000,0.2400000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
186,0.11,0.11,0.12,0.19,0.24,0.27,0.2900000,0.3200000,0.2800000,0.2700000,0.2800000,0.2800000,0.2700000,0.2700000,0.2600000,0.2500000,0.2200000,0.1900000,0.1500000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000
187,0.1,0.1,0.11,0.16,0.2,0.23,0.2300000,0.2500000,0.2200000,0.2200000,0.2100000,0.1900000,0.1700000,0.1500000,0.1300000,0.1400000,0.1600000,0.1700000,0.1900000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000
188,0.09,0.09,0.1,0.15,0.18,0.21,0.2200000,0.2400000,0.2100000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1500000,0.1800000,0.2100000,0.2400000,0.2700000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000,0.3400000
189,0.09,0.09,0.09,0.14,0.17,0.19,0.2100000,0.2400000,0.2200000,0.2400000,0.2300000,0.2100000,0.2000000,0.1800000,0.1600000,0.2000000,0.2400000,0.2800000,0.3200000,0.3700000,0.3800000,0.3800000,0.3900000,0.4000000,0.4200000
190,0.09,0.09,0.09,0.13,0.16,0.18,0.2000000,0.2300000,0.2200000,0.2400000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2900000,0.3300000,0.3700000,0.4100000,0.4500000,0.4600000,0.4800000,0.4900000,0.5000000,0.5100000
191,0.09,0.09,0.1,0.15,0.18,0.2,0.2300000,0.2500000,0.2300000,0.2300000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2900000,0.3200000,0.3500000,0.3800000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000,0.4600000
192,0.09,0.09,0.1,0.15,0.18,0.2,0.2200000,0.2500000,0.2300000,0.2400000,0.2600000,0.2700000,0.2900000,0.3100000,0.3200000,0.3400000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000
193,0.09,0.09,0.1,0.14,0.19,0.21,0.2200000,0.2400000,0.2200000,0.2300000,0.2500000,0.2700000,0.2900000,0.3100000,0.3300000,0.3400000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000,0.4200000
194,0.09,0.09,0.09,0.13,0.17,0.19,0.2000000,0.2200000,0.2000000,0.2200000,0.2300000,0.2500000,0.2600000,0.2800000,0.3000000,0.3000000,0.3000000,0.3000000,0.2900000,0.2800000,0.2900000,0.3000000,0.3100000,0.3100000,0.3200000
195,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2300000,0.2600000,0.2900000,0.3200000,0.3500000,0.3500000,0.3600000,0.3600000,0.3500000,0.3500000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000
196,0.08,0.09,0.09,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.2100000,0.2400000,0.2600000,0.2900000,0.3200000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
